timestamp,average
2025-06-04 00:00:00,49.57433862433863
2025-06-04 01:00:00,50.870044052863435
2025-06-04 02:00:00,51.206553398058254
2025-06-04 03:00:00,51.13536480686695
2025-06-04 04:00:00,50.22411604714415
2025-06-04 05:00:00,50.396380471380475
2025-06-04 06:00:00,50.37198641765704
2025-06-04 07:00:00,49.497800338409476
2025-06-04 08:00:00,49.0290756302521
2025-06-04 09:00:00,51.668504594820384
2025-06-04 10:00:00,49.43426510369702
2025-06-04 11:00:00,50.25279866332498
2025-06-04 12:00:00,50.08337707786527
2025-06-04 13:00:00,48.355
2025-06-04 14:00:00,48.817217391304354
2025-06-04 15:00:00,50.46310160427807
2025-06-04 16:00:00,50.43091508656224
2025-06-04 17:00:00,50.10188679245283
2025-06-04 18:00:00,50.26054421768708
2025-06-04 19:00:00,51.17479674796748
2025-06-04 20:00:00,50.52844827586207
2025-06-04 21:00:00,50.05407470288625
2025-06-04 22:00:00,49.876635514018695
2025-06-04 23:00:00,48.59013266998341
