timestamp,average
2025-06-30 00:00:00,49.7649063032368
2025-06-30 01:00:00,50.300586264656616
2025-06-30 02:00:00,49.321304347826086
2025-06-30 03:00:00,50.59956970740103
2025-06-30 04:00:00,50.30542168674699
2025-06-30 05:00:00,51.3815207780725
2025-06-30 06:00:00,49.09423903697334
2025-06-30 07:00:00,50.544920235096555
2025-06-30 08:00:00,49.12200165425972
2025-06-30 09:00:00,48.56702412868633
2025-06-30 10:00:00,51.18490566037736
2025-06-30 11:00:00,48.6951301427372
2025-06-30 12:00:00,50.076409366869036
2025-06-30 13:00:00,49.29349457881568
2025-06-30 14:00:00,50.84171779141104
2025-06-30 15:00:00,50.318069087688215
2025-06-30 16:00:00,48.941410048622366
2025-06-30 17:00:00,50.11736842105263
2025-06-30 18:00:00,50.626
2025-06-30 19:00:00,50.77204301075269
2025-06-30 20:00:00,48.99823083403538
2025-06-30 21:00:00,50.61590713671539
2025-06-30 22:00:00,48.214888337468985
2025-06-30 23:00:00,50.4067612687813
