timestamp,average
2025-06-29 00:00:00,50.07632687447346
2025-06-29 01:00:00,49.90931623931624
2025-06-29 02:00:00,48.72189973614776
2025-06-29 03:00:00,50.14861924686193
2025-06-29 04:00:00,50.502407566638006
2025-06-29 05:00:00,51.21130587204207
2025-06-29 06:00:00,50.58618592528236
2025-06-29 07:00:00,50.31034180543383
2025-06-29 08:00:00,50.607021996615906
2025-06-29 09:00:00,48.92359154929577
2025-06-29 10:00:00,50.63238731218698
2025-06-29 11:00:00,49.82927439532944
2025-06-29 12:00:00,49.84050209205021
2025-06-29 13:00:00,49.18344537815126
2025-06-29 14:00:00,49.3235807860262
2025-06-29 15:00:00,50.81587436332767
2025-06-29 16:00:00,49.551677852348995
2025-06-29 17:00:00,50.18306789606035
2025-06-29 18:00:00,48.94884318766067
2025-06-29 19:00:00,48.12943201376937
2025-06-29 20:00:00,49.465975103734436
2025-06-29 21:00:00,48.94
2025-06-29 22:00:00,50.03092962641181
2025-06-29 23:00:00,50.88669991687448
