timestamp,average
2025-06-26 00:00:00,50.77590467784643
2025-06-26 01:00:00,49.63730017761989
2025-06-26 02:00:00,48.575956738768724
2025-06-26 03:00:00,49.60141592920354
2025-06-26 04:00:00,50.775378151260504
2025-06-26 05:00:00,51.64296807592752
2025-06-26 06:00:00,51.105428329092454
2025-06-26 07:00:00,50.491614629794825
2025-06-26 08:00:00,49.661888701517704
2025-06-26 09:00:00,50.70373588184188
2025-06-26 10:00:00,49.28399311531842
2025-06-26 11:00:00,50.97851912123678
2025-06-26 12:00:00,50.481506276150625
2025-06-26 13:00:00,50.02229845626072
2025-06-26 14:00:00,50.02560344827586
2025-06-26 15:00:00,50.413850415512464
2025-06-26 16:00:00,49.52646288209607
2025-06-26 17:00:00,49.03345195729537
2025-06-26 18:00:00,50.5609630266552
2025-06-26 19:00:00,50.5493690851735
2025-06-26 20:00:00,50.87732864674868
2025-06-26 21:00:00,49.850253378378376
2025-06-26 22:00:00,49.93474576271186
2025-06-26 23:00:00,50.80939655172414
