timestamp,average
2025-06-23 00:00:00,49.18823031329382
2025-06-23 01:00:00,49.47628424657535
2025-06-23 02:00:00,50.30379310344828
2025-06-23 03:00:00,50.476066945606696
2025-06-23 04:00:00,49.01831561733442
2025-06-23 05:00:00,49.93766696349065
2025-06-23 06:00:00,50.174221453287196
2025-06-23 07:00:00,50.87156521739131
2025-06-23 08:00:00,49.043350168350166
2025-06-23 09:00:00,48.044327176781
2025-06-23 10:00:00,50.011519607843134
2025-06-23 11:00:00,49.91032702237522
2025-06-23 12:00:00,51.384166666666665
2025-06-23 13:00:00,50.438525963149075
2025-06-23 14:00:00,50.68503937007874
2025-06-23 15:00:00,50.141108132260946
2025-06-23 16:00:00,49.73347039473684
2025-06-23 17:00:00,50.30017137960583
2025-06-23 18:00:00,48.75708154506438
2025-06-23 19:00:00,49.27062999112689
2025-06-23 20:00:00,48.8371332774518
2025-06-23 21:00:00,51.6881711409396
2025-06-23 22:00:00,49.45527426160338
2025-06-23 23:00:00,49.97641996557659
