timestamp,average
2025-06-24 00:00:00,50.4452442159383
2025-06-24 01:00:00,50.878438030560275
2025-06-24 02:00:00,49.46408695652174
2025-06-24 03:00:00,49.701503094606544
2025-06-24 04:00:00,49.83870431893688
2025-06-24 05:00:00,50.40524054982818
2025-06-24 06:00:00,51.638494077834174
2025-06-24 07:00:00,48.66866319444445
2025-06-24 08:00:00,52.521727019498606
2025-06-24 09:00:00,49.02456861133936
2025-06-24 10:00:00,50.16655348047538
2025-06-24 11:00:00,49.12692619626926
2025-06-24 12:00:00,50.86583261432269
2025-06-24 13:00:00,49.40412805391744
2025-06-24 14:00:00,48.890512820512825
2025-06-24 15:00:00,50.14276150627615
2025-06-24 16:00:00,47.94522998296422
2025-06-24 17:00:00,50.6521815008726
2025-06-24 18:00:00,51.76243093922652
2025-06-24 19:00:00,48.61154170176917
2025-06-24 20:00:00,50.93124456048738
2025-06-24 21:00:00,49.49086294416244
2025-06-24 22:00:00,48.1551948051948
2025-06-24 23:00:00,49.140972222222224
