timestamp,average
2025-06-03 00:00:00,49.686290322580646
2025-06-03 01:00:00,49.386038687973084
2025-06-03 02:00:00,49.831488203266794
2025-06-03 03:00:00,47.811548117154814
2025-06-03 04:00:00,49.21100840336134
2025-06-03 05:00:00,49.1714405360134
2025-06-03 06:00:00,49.60392491467577
2025-06-03 07:00:00,50.521140939597316
2025-06-03 08:00:00,49.023474576271184
2025-06-03 09:00:00,50.828142741281425
2025-06-03 10:00:00,50.05436473638721
2025-06-03 11:00:00,50.6257264957265
2025-06-03 12:00:00,50.19332129963899
2025-06-03 13:00:00,49.90321252059308
2025-06-03 14:00:00,48.218204488778056
2025-06-03 15:00:00,50.15125223613595
2025-06-03 16:00:00,49.73502109704641
2025-06-03 17:00:00,48.567523564695804
2025-06-03 18:00:00,50.10116472545757
2025-06-03 19:00:00,49.957347972972975
2025-06-03 20:00:00,51.128397212543554
2025-06-03 21:00:00,50.646140939597316
2025-06-03 22:00:00,49.03631624674197
2025-06-03 23:00:00,49.95134907251265
